==========================================================================================
CRYPTIANA VATICAN MATRIX: CUDA Deep Space (KryptosBot Strict Scoring)
==========================================================================================

Generating periodic keys...
Targeting 475,254 periodic keys per alphabet.

Igniting GPU Sweep...
TOTAL PROCESSED      | SPEED                | BATCH TIME   | HITS FOUND
884.26 Billion       | 422 M/sec            |  4.73s       |     0 hits
886.25 Billion       | 421 M/sec            |  4.74s       |     0 hits
888.25 Billion       | 419 M/sec            |  4.76s       |     0 hits
890.25 Billion       | 421 M/sec            |  4.74s       |     0 hits
892.24 Billion       | 421 M/sec            |  4.74s       |     0 hits
894.24 Billion       | 420 M/sec            |  4.75s       |     0 hits
896.23 Billion       | 419 M/sec            |  4.76s       |     0 hits
898.23 Billion       | 422 M/sec            |  4.73s       |     0 hits
900.23 Billion       | 412 M/sec            |  4.85s       |     0 hits
902.22 Billion       | 417 M/sec            |  4.79s       |     0 hits
904.22 Billion       | 418 M/sec            |  4.78s       |     0 hits
906.21 Billion       | 415 M/sec            |  4.81s       |     0 hits
908.21 Billion       | 418 M/sec            |  4.77s       |     0 hits
910.21 Billion       | 413 M/sec            |  4.83s       |     0 hits
912.20 Billion       | 416 M/sec            |  4.79s       |     0 hits
914.20 Billion       | 414 M/sec            |  4.82s       |     0 hits
916.19 Billion       | 413 M/sec            |  4.83s       |     0 hits
918.19 Billion       | 413 M/sec            |  4.83s       |     0 hits
920.19 Billion       | 404 M/sec            |  4.94s       |     0 hits
922.18 Billion       | 411 M/sec            |  4.86s       |     0 hits
924.18 Billion       | 409 M/sec            |  4.88s       |     0 hits
926.17 Billion       | 409 M/sec            |  4.87s       |     0 hits
928.17 Billion       | 414 M/sec            |  4.82s       |     0 hits
930.17 Billion       | 414 M/sec            |  4.82s       |     0 hits
932.16 Billion       | 419 M/sec            |  4.76s       |     0 hits
934.16 Billion       | 411 M/sec            |  4.86s       |     0 hits
936.16 Billion       | 418 M/sec            |  4.78s       |     0 hits
938.15 Billion       | 416 M/sec            |  4.80s       |     0 hits
940.15 Billion       | 416 M/sec            |  4.80s       |     0 hits
942.14 Billion       | 415 M/sec            |  4.81s       |     0 hits
944.14 Billion       | 418 M/sec            |  4.78s       |     0 hits
946.14 Billion       | 418 M/sec            |  4.78s       |     0 hits
948.13 Billion       | 412 M/sec            |  4.84s       |     0 hits
950.13 Billion       | 417 M/sec            |  4.78s       |     0 hits
952.12 Billion       | 412 M/sec            |  4.85s       |     0 hits
954.12 Billion       | 415 M/sec            |  4.81s       |     0 hits
956.12 Billion       | 417 M/sec            |  4.78s       |     0 hits
958.11 Billion       | 419 M/sec            |  4.76s       |     0 hits
960.11 Billion       | 413 M/sec            |  4.83s       |     0 hits
962.10 Billion       | 418 M/sec            |  4.77s       |     0 hits
964.10 Billion       | 420 M/sec            |  4.76s       |     0 hits
966.10 Billion       | 420 M/sec            |  4.75s       |     0 hits
968.09 Billion       | 417 M/sec            |  4.78s       |     0 hits
970.09 Billion       | 418 M/sec            |  4.77s       |     0 hits
972.08 Billion       | 413 M/sec            |  4.84s       |     0 hits
974.08 Billion       | 407 M/sec            |  4.91s       |     0 hits
976.08 Billion       | 414 M/sec            |  4.82s       |     0 hits
978.07 Billion       | 421 M/sec            |  4.74s       |     0 hits
980.07 Billion       | 418 M/sec            |  4.77s       |     0 hits
982.06 Billion       | 411 M/sec            |  4.85s       |     0 hits
984.06 Billion       | 419 M/sec            |  4.76s       |     0 hits
986.06 Billion       | 414 M/sec            |  4.82s       |     0 hits
988.05 Billion       | 415 M/sec            |  4.81s       |     0 hits
990.05 Billion       | 418 M/sec            |  4.78s       |     0 hits
992.05 Billion       | 413 M/sec            |  4.83s       |     0 hits
994.04 Billion       | 420 M/sec            |  4.75s       |     0 hits
996.04 Billion       | 419 M/sec            |  4.76s       |     0 hits
998.03 Billion       | 419 M/sec            |  4.77s       |     0 hits
1.00 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.00 Trillion        | 419 M/sec            |  4.77s       |     0 hits
1.00 Trillion        | 419 M/sec            |  4.77s       |     0 hits
1.01 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.01 Trillion        | 409 M/sec            |  4.88s       |     0 hits
1.01 Trillion        | 411 M/sec            |  4.86s       |     0 hits
1.01 Trillion        | 412 M/sec            |  4.84s       |     0 hits
1.01 Trillion        | 411 M/sec            |  4.85s       |     0 hits
1.02 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.02 Trillion        | 413 M/sec            |  4.84s       |     0 hits
1.02 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.02 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.02 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.03 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.03 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.03 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.03 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.03 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.04 Trillion        | 409 M/sec            |  4.89s       |     0 hits
1.04 Trillion        | 415 M/sec            |  4.80s       |     0 hits
1.04 Trillion        | 410 M/sec            |  4.87s       |     0 hits
1.04 Trillion        | 419 M/sec            |  4.77s       |     0 hits
1.04 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.05 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.05 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.05 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.05 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.05 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.06 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.06 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.06 Trillion        | 416 M/sec            |  4.79s       |     0 hits
1.06 Trillion        | 413 M/sec            |  4.84s       |     0 hits
1.06 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.07 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.07 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.07 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.07 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.07 Trillion        | 414 M/sec            |  4.83s       |     0 hits
1.08 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.08 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.08 Trillion        | 420 M/sec            |  4.76s       |     0 hits
1.08 Trillion        | 419 M/sec            |  4.77s       |     0 hits
1.08 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.09 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.09 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.09 Trillion        | 420 M/sec            |  4.76s       |     0 hits
1.09 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.09 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.10 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.10 Trillion        | 408 M/sec            |  4.89s       |     0 hits
1.10 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.10 Trillion        | 406 M/sec            |  4.91s       |     0 hits
1.10 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.11 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.11 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.11 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.11 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.11 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.12 Trillion        | 413 M/sec            |  4.83s       |     0 hits
1.12 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.12 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.12 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.12 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.13 Trillion        | 414 M/sec            |  4.83s       |     0 hits
1.13 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.13 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.13 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.13 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.14 Trillion        | 410 M/sec            |  4.87s       |     0 hits
1.14 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.14 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.14 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.14 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.15 Trillion        | 420 M/sec            |  4.75s       |     0 hits
1.15 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.15 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.15 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.15 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.16 Trillion        | 410 M/sec            |  4.87s       |     0 hits
1.16 Trillion        | 400 M/sec            |  4.99s       |     0 hits
1.16 Trillion        | 409 M/sec            |  4.88s       |     0 hits
1.16 Trillion        | 402 M/sec            |  4.97s       |     0 hits
1.16 Trillion        | 410 M/sec            |  4.87s       |     0 hits
1.17 Trillion        | 421 M/sec            |  4.74s       |     0 hits
1.17 Trillion        | 415 M/sec            |  4.81s       |     0 hits
1.17 Trillion        | 412 M/sec            |  4.84s       |     0 hits
1.17 Trillion        | 416 M/sec            |  4.79s       |     0 hits
1.17 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.18 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.18 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.18 Trillion        | 411 M/sec            |  4.86s       |     0 hits
1.18 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.18 Trillion        | 416 M/sec            |  4.80s       |     0 hits
1.19 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.19 Trillion        | 418 M/sec            |  4.78s       |     0 hits
1.19 Trillion        | 406 M/sec            |  4.92s       |     0 hits
1.19 Trillion        | 417 M/sec            |  4.78s       |     0 hits
1.19 Trillion        | 413 M/sec            |  4.83s       |     0 hits
1.20 Trillion        | 412 M/sec            |  4.84s       |     0 hits
1.20 Trillion        | 413 M/sec            |  4.83s       |     0 hits
1.20 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.20 Trillion        | 414 M/sec            |  4.83s       |     0 hits
1.20 Trillion        | 410 M/sec            |  4.86s       |     0 hits
1.21 Trillion        | 419 M/sec            |  4.76s       |     0 hits
1.21 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.21 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.21 Trillion        | 419 M/sec            |  4.77s       |     0 hits
1.21 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.22 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.22 Trillion        | 420 M/sec            |  4.76s       |     0 hits
1.22 Trillion        | 417 M/sec            |  4.78s       |     0 hits
1.22 Trillion        | 412 M/sec            |  4.85s       |     0 hits
1.22 Trillion        | 421 M/sec            |  4.74s       |     0 hits
1.23 Trillion        | 417 M/sec            |  4.78s       |     0 hits
1.23 Trillion        | 410 M/sec            |  4.87s       |     0 hits
1.23 Trillion        | 411 M/sec            |  4.85s       |     0 hits
1.23 Trillion        | 411 M/sec            |  4.86s       |     0 hits
1.23 Trillion        | 410 M/sec            |  4.86s       |     0 hits
1.24 Trillion        | 409 M/sec            |  4.88s       |     0 hits
1.24 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.24 Trillion        | 418 M/sec            |  4.77s       |     0 hits
1.24 Trillion        | 414 M/sec            |  4.82s       |     0 hits
1.24 Trillion        | 417 M/sec            |  4.79s       |     0 hits
1.25 Trillion        | 412 M/sec            |  4.84s       |     0 hits
